State,White,Black,Hispanic,Asian,American Indian,Native Haiwaiian,Multiple,Income,Minority,Location,Wealth
Hawaii,20.40%,1.20%,10.30%,39.40%,0.10%,10.20%,18.40%,88006,Asian,Other,High
