State,White,Black,Hispanic,Asian,American Indian,Native Haiwaiian,Multiple,Income,Minority,Location,Wealth
Maine,93.20%,1.40%,1.70%,1.10%,0.70%,N/A,1.90%,66546,Multiple,North,Mid
